order_id,customer_id,order_date,total_amount,status,shipping_cost
153,8183,2024-12-29,209.36,Completed,0.0
154,8917,2025-02-11,275.92,Completed,0.0
155,376,2023-10-21,152.82,Completed,0.0
156,7414,2023-09-27,126.24,Pending,0.0
157,4399,2024-04-06,270.31,Completed,0.0
158,3860,2024-11-14,56.02,Completed,0.0
159,1687,2024-08-04,548.74,Cancelled,0.0
160,5013,2024-06-11,66.84,Completed,0.0
161,257,2024-11-04,18.29,Completed,5.99
162,3601,2025-09-05,164.27,Completed,0.0
163,51,2024-02-04,164.12,Completed,0.0
164,6591,2023-10-29,1021.1,Shipped,0.0
165,7438,2025-07-24,45.71,Completed,0.0
166,595,2025-08-09,208.27,Completed,0.0
167,4732,2025-09-01,480.28,Completed,0.0
168,3874,2025-01-22,2327.71,Completed,0.0
169,9265,2024-06-27,121.79,Pending,0.0
170,5749,2024-04-28,65.41,Completed,0.0
171,5238,2023-12-19,139.6,Shipped,0.0
172,1477,2025-06-20,2791.3,Completed,0.0
173,4871,2025-07-30,34.82,Completed,7.99
174,8033,2025-08-07,67.97,Completed,0.0
175,3021,2023-10-24,95.53,Cancelled,0.0
176,6067,2025-01-04,29.15,Completed,4.99
177,8054,2025-05-13,1505.37,Completed,0.0
178,9857,2024-02-13,152.84,Completed,0.0
179,9588,2024-04-21,190.76,Completed,0.0
180,8067,2024-10-29,1527.03,Completed,0.0
181,8168,2025-04-12,104.1,Completed,0.0
182,4781,2024-12-21,20.33,Completed,6.99
183,4046,2025-05-08,2931.89,Completed,0.0
184,2234,2024-10-27,704.9,Shipped,0.0
185,8118,2025-03-23,11.02,Completed,5.99
186,6360,2024-05-02,31.37,Completed,6.99
187,4198,2025-05-22,30.32,Completed,4.99
188,9499,2025-07-10,166.15,Completed,0.0
189,9830,2025-06-29,22.7,Completed,0.0
190,9333,2025-06-09,30.49,Pending,5.99
191,616,2024-12-09,98.25,Completed,0.0
192,1567,2025-06-05,776.41,Completed,0.0
193,9169,2025-07-14,53.19,Pending,0.0
194,9509,2025-03-22,787.69,Completed,0.0
195,2340,2023-12-02,731.12,Completed,0.0
196,8110,2025-09-06,131.58,Completed,0.0
197,7375,2024-10-04,95.04,Cancelled,0.0
198,6708,2025-06-06,167.8,Completed,0.0
199,379,2024-09-16,1519.13,Completed,0.0
200,3466,2025-04-05,13.51,Completed,4.99
201,6006,2025-01-14,213.83,Cancelled,0.0
202,2272,2025-07-24,39.3,Completed,0.0
203,9239,2024-11-19,893.85,Completed,0.0
204,1008,2025-06-19,53.11,Completed,0.0
205,6801,2025-02-08,133.48,Completed,0.0
206,110,2023-12-04,2557.29,Completed,0.0
207,2772,2024-10-18,15.37,Completed,5.99
208,3884,2025-04-07,181.66,Cancelled,0.0
209,2601,2025-08-31,155.52,Completed,0.0
210,5519,2025-07-07,97.6,Cancelled,0.0
211,3244,2025-07-15,236.12,Completed,0.0
212,1006,2024-01-05,2954.02,Completed,0.0
213,306,2025-02-26,384.04,Completed,0.0
214,5702,2025-09-08,404.99,Completed,0.0
215,959,2024-11-13,110.16,Shipped,0.0
216,9146,2024-07-28,46.04,Completed,0.0
217,5271,2025-08-24,2415.48,Shipped,0.0
218,7596,2025-04-09,596.64,Completed,0.0
219,3539,2024-05-29,283.93,Completed,0.0
220,7021,2025-09-05,14.18,Completed,5.99
221,1631,2024-01-28,109.11,Completed,0.0
222,9984,2024-12-06,120.12,Completed,0.0
223,2604,2025-07-01,27.17,Shipped,6.99
224,8259,2025-05-01,35.0,Shipped,6.99
225,9027,2024-01-03,82.92,Shipped,0.0
226,206,2024-06-15,188.55,Completed,0.0
227,9907,2025-03-12,189.72,Completed,0.0
228,9725,2024-03-26,401.49,Completed,0.0
229,5692,2025-08-22,473.53,Pending,0.0
230,6142,2025-09-02,112.68,Pending,0.0
231,3146,2024-06-21,123.64,Completed,0.0
232,3121,2024-12-26,219.78,Cancelled,0.0
233,6729,2025-07-21,492.63,Pending,0.0
234,8900,2024-05-24,191.12,Completed,0.0
235,6031,2025-06-27,1018.08,Completed,0.0
236,179,2025-02-01,73.31,Completed,0.0
237,5168,2025-03-22,41.72,Shipped,0.0
238,113,2025-03-08,825.31,Completed,0.0
239,8949,2025-08-10,135.98,Completed,0.0
240,9089,2025-04-01,185.84,Completed,0.0
241,8351,2025-08-30,152.96,Completed,0.0
242,8978,2025-06-12,346.83,Completed,0.0
243,1804,2025-07-03,157.14,Cancelled,0.0
244,2299,2024-05-29,561.26,Completed,0.0
245,1543,2023-09-25,31.93,Shipped,4.99
246,7260,2025-06-23,25.15,Completed,0.0
247,2155,2024-10-01,3256.62,Shipped,0.0
248,8767,2024-05-24,25.98,Completed,0.0
249,1382,2025-04-05,212.83,Cancelled,0.0
250,5903,2025-02-28,124.16,Completed,0.0
251,1223,2024-07-31,14.83,Completed,0.0
252,1502,2025-04-22,208.04,Pending,0.0
253,9051,2023-10-31,153.48,Completed,0.0
254,3575,2023-12-09,60.82,Completed,0.0
255,3730,2024-01-25,239.42,Completed,0.0
256,7741,2025-06-21,35.88,Completed,0.0
257,3192,2025-08-13,223.02,Shipped,0.0
258,9789,2023-12-29,400.53,Completed,0.0
259,7477,2024-05-24,119.95,Shipped,0.0
260,1562,2024-01-22,217.13,Cancelled,0.0
261,2523,2023-11-08,77.77,Cancelled,0.0
262,2392,2024-03-16,239.61,Completed,0.0
263,2676,2024-08-10,602.29,Completed,0.0
264,2184,2025-05-26,198.66,Completed,0.0
265,8469,2025-04-22,636.27,Shipped,0.0
266,8067,2025-03-29,77.0,Completed,0.0
267,2079,2025-09-04,145.24,Completed,0.0
268,4343,2023-12-04,47.2,Completed,0.0
269,1121,2025-07-07,16.73,Pending,5.99
270,5420,2024-10-23,25.7,Completed,6.99
271,3371,2025-04-03,252.57,Completed,0.0
272,1909,2025-03-10,2460.07,Completed,0.0
273,3521,2024-12-16,1204.08,Completed,0.0
274,4308,2025-03-07,3080.6,Completed,0.0
275,4497,2024-10-14,92.19,Completed,0.0
276,4751,2024-12-19,326.31,Completed,0.0
277,498,2025-05-09,1189.56,Cancelled,0.0
278,6992,2025-05-02,38.8,Completed,0.0
279,3588,2025-08-29,64.14,Completed,0.0
280,2414,2025-04-04,101.14,Cancelled,0.0
281,3801,2024-10-19,99.56,Completed,0.0
282,8655,2025-07-22,11.58,Completed,0.0
283,6172,2024-06-18,24.25,Completed,7.99
284,3458,2025-04-29,160.86,Shipped,0.0
285,8465,2024-04-18,78.59,Shipped,0.0
286,6970,2025-05-03,1655.57,Completed,0.0
287,1151,2025-02-17,27.03,Completed,7.99
288,7455,2024-09-29,49.94,Pending,0.0
289,5208,2025-08-25,1536.5,Completed,0.0
290,19,2024-12-31,236.63,Shipped,0.0
291,9809,2024-11-11,22.88,Completed,5.99
292,3179,2025-07-23,4733.87,Completed,0.0
293,5578,2025-08-17,482.86,Cancelled,0.0
294,4082,2024-05-16,59.96,Completed,0.0
295,6455,2025-08-16,71.17,Completed,0.0
296,8604,2025-07-18,40.17,Completed,6.99
297,8934,2024-04-26,40.02,Completed,6.99
298,2672,2025-05-09,143.98,Pending,0.0
299,6388,2025-09-08,416.29,Completed,0.0
300,6834,2025-07-14,166.81,Completed,0.0
301,2625,2024-12-01,330.07,Completed,0.0
302,5500,2025-02-01,1569.21,Shipped,0.0
303,515,2025-02-07,708.28,Completed,0.0
304,207,2025-02-06,1479.68,Completed,0.0
305,948,2024-08-05,43.65,Completed,0.0
306,1829,2024-01-13,479.05,Completed,0.0
307,6862,2024-01-24,190.23,Completed,0.0
308,6095,2025-06-18,148.18,Pending,0.0
309,6346,2024-03-16,72.8,Completed,0.0
310,2168,2024-01-30,328.45,Completed,0.0
311,7980,2025-04-16,592.8,Shipped,0.0
312,5927,2024-11-08,75.98,Completed,0.0
313,6533,2024-10-26,448.18,Completed,0.0
314,5657,2024-08-24,139.74,Shipped,0.0
315,5944,2024-12-29,10.51,Completed,0.0
316,9849,2024-11-17,76.42,Pending,0.0
317,8794,2024-04-22,149.15,Completed,0.0
318,5440,2024-06-13,366.46,Completed,0.0
319,8904,2025-07-28,39.51,Completed,0.0
320,1204,2024-08-04,30.5,Shipped,0.0
321,7001,2025-08-18,14.33,Pending,5.99
322,9584,2025-04-07,2447.75,Completed,0.0
323,6640,2025-08-09,1052.24,Pending,0.0
324,7690,2025-04-07,16.64,Pending,4.99
325,7514,2024-09-14,1104.95,Shipped,0.0
326,6627,2025-06-23,1414.0,Shipped,0.0
327,7387,2025-01-31,104.39,Completed,0.0
328,3132,2024-08-21,180.02,Completed,0.0
329,7135,2025-03-03,90.26,Completed,0.0
330,3731,2023-10-10,38.23,Completed,0.0
331,2667,2024-09-20,12.5,Completed,0.0
332,550,2023-10-17,1498.02,Pending,0.0
333,4742,2025-03-13,40.45,Completed,0.0
334,1245,2025-07-16,58.65,Completed,0.0
335,4013,2024-08-30,114.46,Completed,0.0
336,9038,2024-06-02,201.92,Cancelled,0.0
337,6197,2025-04-12,295.4,Pending,0.0
338,4546,2024-06-25,39.82,Completed,0.0
339,6206,2024-04-25,365.12,Completed,0.0
340,7191,2023-09-29,256.06,Completed,0.0
341,8236,2025-03-05,498.45,Completed,0.0
342,659,2025-07-14,293.9,Completed,0.0
343,6996,2024-02-26,694.74,Completed,0.0
344,5777,2023-09-22,95.04,Completed,0.0
345,5294,2025-06-19,336.56,Completed,0.0
346,1692,2025-07-21,31.05,Completed,4.99
347,9558,2025-05-07,2452.97,Shipped,0.0
348,7736,2025-07-29,176.34,Completed,0.0
349,3131,2024-08-22,151.41,Pending,0.0
350,7045,2024-08-31,247.28,Pending,0.0
351,4534,2025-07-08,130.24,Completed,0.0
352,5548,2025-06-03,17.09,Completed,6.99
353,968,2024-02-27,86.22,Shipped,0.0
354,1405,2024-03-25,221.25,Completed,0.0
355,8678,2024-02-25,1603.75,Completed,0.0
356,9948,2025-07-24,21.38,Completed,0.0
357,3631,2025-03-08,241.64,Completed,0.0
358,2969,2025-06-08,56.85,Completed,0.0
359,7270,2025-05-16,138.04,Pending,0.0
360,1580,2024-03-23,627.28,Completed,0.0
361,5993,2024-06-05,1994.5,Completed,0.0
362,51,2025-08-08,27.05,Completed,0.0
363,6453,2025-08-30,102.66,Completed,0.0
364,5154,2025-01-19,289.34,Shipped,0.0
365,9852,2025-06-27,166.91,Completed,0.0
366,6024,2025-02-06,89.42,Completed,0.0
367,4301,2024-10-26,31.33,Completed,6.99
368,2788,2025-08-27,1.95,Completed,0.0
369,2156,2025-04-09,91.86,Completed,0.0
370,7020,2025-07-29,119.84,Completed,0.0
371,5361,2024-08-01,31.07,Completed,7.99
372,4231,2025-03-02,415.01,Cancelled,0.0
373,9807,2024-07-20,68.56,Completed,0.0
374,7608,2025-02-12,1747.01,Completed,0.0
375,8599,2025-07-20,80.75,Completed,0.0
376,4198,2023-09-13,1064.93,Completed,0.0
377,9577,2024-03-08,4.06,Completed,0.0
378,5413,2023-12-03,113.75,Completed,0.0
379,4500,2025-01-07,871.89,Cancelled,0.0
380,4910,2025-07-26,1092.5,Shipped,0.0
381,7170,2025-02-22,952.02,Completed,0.0
382,9822,2025-08-30,409.15,Shipped,0.0
383,3263,2025-08-20,16.37,Pending,6.99
384,9219,2025-09-06,2413.77,Completed,0.0
385,2990,2024-11-05,14.86,Completed,5.99
386,7655,2025-08-23,549.81,Completed,0.0
387,2225,2023-12-07,1026.64,Completed,0.0
388,5377,2025-06-06,108.01,Completed,0.0
389,2921,2025-06-28,116.0,Completed,0.0
390,7702,2025-01-31,81.5,Completed,0.0
391,6542,2025-02-14,29.74,Completed,7.99
392,5616,2024-10-11,124.5,Completed,0.0
393,4316,2025-01-08,18.07,Completed,7.99
394,6101,2025-03-17,410.06,Completed,0.0
395,2784,2024-12-17,146.4,Cancelled,0.0
396,9606,2025-02-15,193.08,Completed,0.0
397,2809,2025-06-25,219.45,Shipped,0.0
398,3332,2024-12-05,332.76,Completed,0.0
399,2179,2024-06-27,152.4,Completed,0.0
400,798,2025-05-10,306.48,Completed,0.0
401,2847,2025-04-28,88.52,Completed,0.0
402,930,2025-05-04,90.83,Pending,0.0
403,4819,2024-07-06,227.68,Completed,0.0
404,3092,2025-03-04,660.91,Completed,0.0
405,2263,2024-12-09,61.55,Completed,0.0
406,9526,2025-07-13,71.84,Shipped,0.0
407,9467,2023-10-09,106.95,Shipped,0.0
408,7550,2024-11-11,15.83,Completed,4.99
409,3481,2025-05-22,842.97,Completed,0.0
410,3343,2025-07-22,12.91,Shipped,5.99
411,6054,2025-03-08,20.29,Pending,7.99
412,7575,2025-09-08,565.29,Shipped,0.0
413,7860,2024-08-18,127.62,Completed,0.0
414,9410,2025-08-03,97.23,Shipped,0.0
415,9657,2025-07-31,788.58,Completed,0.0
416,4175,2025-07-24,596.64,Completed,0.0
417,7148,2025-07-02,1614.06,Pending,0.0
418,4771,2025-01-15,39.87,Completed,4.99
419,5834,2025-02-26,116.24,Completed,0.0
420,8206,2025-05-20,852.24,Cancelled,0.0
421,7003,2024-07-30,29.82,Pending,0.0
422,2294,2024-08-18,61.55,Shipped,0.0
423,2046,2025-06-04,687.12,Completed,0.0
424,1038,2025-04-13,1694.06,Shipped,0.0
425,6243,2025-03-08,907.02,Completed,0.0
426,9652,2024-04-23,20.18,Completed,7.99
427,8449,2024-05-10,39.46,Completed,0.0
428,6163,2024-04-14,3422.32,Completed,0.0
429,4074,2024-11-30,22.63,Completed,7.99
430,1284,2024-09-24,73.92,Completed,0.0
431,6733,2025-08-16,44.32,Completed,0.0
432,5946,2024-09-27,520.42,Completed,0.0
433,3488,2024-01-11,11.31,Completed,6.99
434,2185,2025-06-10,18.98,Completed,0.0
435,8551,2025-01-22,530.98,Completed,0.0
436,3188,2025-06-05,24.76,Shipped,7.99
437,9418,2025-02-18,1499.27,Completed,0.0
438,5496,2025-04-27,955.75,Pending,0.0
439,2298,2024-11-08,2143.82,Completed,0.0
440,7098,2025-07-24,133.64,Completed,0.0
441,8470,2025-06-14,126.0,Completed,0.0
442,3545,2024-12-09,304.72,Completed,0.0
443,6832,2025-05-13,19.41,Completed,5.99
444,392,2025-09-05,301.28,Shipped,0.0
445,969,2025-04-28,69.3,Completed,0.0
446,5152,2025-08-18,307.91,Completed,0.0
447,4365,2025-07-22,100.23,Completed,0.0
448,3308,2025-01-20,187.1,Completed,0.0
449,6126,2025-04-29,212.8,Completed,0.0
450,4371,2025-01-26,62.32,Completed,0.0
451,4839,2025-05-12,335.46,Completed,0.0
452,8278,2024-04-03,11.64,Completed,4.99
453,3135,2025-03-12,133.14,Completed,0.0
454,1055,2024-05-22,2951.68,Completed,0.0
455,3730,2025-08-01,74.4,Pending,0.0
456,2670,2024-02-27,1557.35,Completed,0.0
457,276,2024-02-19,307.57,Completed,0.0
458,5718,2025-08-23,74.76,Completed,0.0
459,9298,2025-05-01,164.04,Completed,0.0
460,8023,2024-03-02,1014.04,Pending,0.0
461,8001,2024-05-09,776.19,Cancelled,0.0
462,129,2025-06-30,1235.78,Cancelled,0.0
463,7078,2025-02-07,211.33,Shipped,0.0
464,4327,2025-09-06,281.78,Completed,0.0
465,3569,2023-12-21,21.31,Completed,4.99
466,7623,2025-08-01,2827.65,Completed,0.0
467,8081,2024-05-12,5009.88,Completed,0.0
468,2403,2024-02-04,36.39,Shipped,0.0
469,1648,2025-09-09,35.67,Completed,5.99
470,3557,2025-07-10,53.91,Completed,0.0
471,2194,2024-03-03,55.31,Completed,0.0
472,3105,2024-11-01,78.56,Completed,0.0
473,4356,2025-06-20,25.66,Completed,0.0
474,2135,2024-02-24,93.28,Completed,0.0
475,9035,2025-02-23,70.52,Pending,0.0
476,3904,2023-11-28,35.2,Completed,0.0
477,3614,2025-05-01,180.09,Completed,0.0
478,8584,2023-10-16,29.67,Cancelled,6.99
479,2280,2025-05-04,147.35,Cancelled,0.0
480,9093,2025-07-30,224.84,Shipped,0.0
481,1153,2024-02-08,114.76,Completed,0.0
482,1295,2025-07-24,724.72,Completed,0.0
483,8658,2025-05-20,101.15,Completed,0.0
484,5290,2024-12-20,507.87,Shipped,0.0
485,3246,2025-05-23,411.13,Completed,0.0
486,6069,2023-12-27,36.01,Completed,0.0
487,6717,2024-02-12,10.7,Completed,6.99
488,6655,2025-02-22,1016.61,Shipped,0.0
489,8680,2025-02-01,219.86,Completed,0.0
490,2939,2025-04-10,3913.34,Shipped,0.0
491,2627,2025-05-05,419.88,Completed,0.0
492,950,2025-07-16,341.07,Completed,0.0
493,9242,2025-03-20,162.84,Pending,0.0
494,4076,2023-10-16,5777.9,Completed,0.0
495,9583,2024-10-06,3.8,Pending,0.0
496,9276,2025-06-05,4317.92,Completed,0.0
497,1659,2025-01-23,38.4,Completed,0.0
498,6933,2024-03-22,118.25,Completed,0.0
499,8054,2024-09-10,122.28,Cancelled,0.0
500,6960,2025-04-25,249.1,Pending,0.0
501,1818,2025-03-24,246.62,Completed,0.0
502,8383,2023-11-26,78.69,Completed,0.0
503,461,2025-02-27,20.43,Completed,4.99
504,7972,2025-02-28,46.72,Shipped,0.0
505,6016,2025-04-03,111.94,Completed,0.0
506,6377,2025-04-18,54.3,Completed,0.0
507,2522,2025-04-13,47.1,Shipped,0.0
508,3477,2025-08-15,1526.64,Pending,0.0
509,2706,2025-03-22,126.82,Pending,0.0
510,4367,2025-03-28,794.22,Completed,0.0
511,9350,2024-09-15,1157.78,Completed,0.0
512,28,2024-09-28,50.31,Completed,0.0
513,4232,2024-09-10,68.48,Completed,0.0
514,6549,2024-06-12,178.61,Completed,0.0
515,3025,2025-05-10,44.4,Completed,0.0
516,1265,2025-05-23,84.75,Completed,0.0
517,9048,2023-11-20,77.0,Completed,0.0
518,6588,2024-10-22,8.38,Completed,0.0
519,6578,2025-02-20,79.8,Completed,0.0
520,1252,2023-09-24,462.04,Completed,0.0
521,3871,2024-06-28,332.17,Completed,0.0
522,1327,2023-09-29,53.66,Completed,0.0
523,6178,2023-09-25,137.27,Completed,0.0
524,9218,2025-06-17,1848.86,Completed,0.0
525,362,2025-05-08,59.21,Completed,0.0
526,1219,2023-12-11,180.69,Pending,0.0
527,606,2024-10-29,2796.17,Shipped,0.0
528,5960,2023-11-26,53.1,Shipped,0.0
529,1671,2025-08-25,14.09,Completed,5.99
530,4444,2025-06-28,173.01,Completed,0.0
531,1278,2025-01-16,43.62,Completed,0.0
532,399,2023-10-05,566.83,Completed,0.0
533,2173,2025-08-18,268.81,Pending,0.0
534,2811,2025-06-26,25.02,Completed,0.0
535,6275,2024-12-08,169.24,Pending,0.0
536,5682,2025-08-12,746.98,Completed,0.0
537,2940,2025-03-01,331.11,Completed,0.0
538,9014,2024-08-26,84.46,Completed,0.0
539,945,2024-10-09,297.17,Completed,0.0
540,5966,2025-05-01,40.83,Completed,0.0
541,6349,2025-08-31,110.25,Completed,0.0
542,7771,2025-04-20,30.7,Shipped,4.99
543,7100,2025-08-17,19.69,Completed,4.99
544,1197,2025-04-27,507.46,Completed,0.0
545,1213,2023-09-17,2.08,Completed,0.0
546,824,2025-07-24,77.98,Completed,0.0
547,7085,2024-02-02,50.69,Completed,0.0
548,536,2025-03-10,301.4,Completed,0.0
549,3011,2025-05-01,659.09,Completed,0.0
550,7538,2025-07-15,457.58,Completed,0.0
551,950,2025-05-30,280.87,Completed,0.0
552,544,2024-12-16,35.98,Completed,7.99
553,3901,2025-02-09,195.35,Shipped,0.0
554,4225,2025-06-21,604.45,Completed,0.0
555,2867,2025-08-30,20.27,Completed,6.99
556,2247,2025-08-01,34.67,Completed,4.99
557,1837,2025-08-23,43.76,Completed,0.0
558,8269,2025-03-08,78.11,Completed,0.0
559,8561,2023-10-28,211.47,Completed,0.0
560,6977,2024-09-03,1582.39,Completed,0.0
561,349,2025-03-02,27.51,Completed,6.99
562,4602,2025-06-10,44.08,Shipped,0.0
563,4334,2025-06-22,25.47,Pending,0.0
564,5400,2025-08-14,59.46,Completed,0.0
565,5697,2025-07-31,43.12,Completed,0.0
566,1456,2024-04-13,149.73,Pending,0.0
567,2186,2025-01-05,89.06,Completed,0.0
568,7437,2025-03-01,59.1,Completed,0.0
569,3812,2025-06-09,139.9,Completed,0.0
570,7310,2023-12-16,10.49,Completed,7.99
571,8087,2024-07-13,38.76,Completed,6.99
572,3683,2024-10-31,38.99,Completed,0.0
573,1847,2025-05-21,2048.27,Pending,0.0
574,1855,2025-03-22,120.56,Completed,0.0
