order_item_id,order_id,product_id,quantity,unit_price
95,45,368,1,113.13
96,45,461,4,30.07
97,45,895,1,5.98
98,45,892,2,3.13
99,46,341,1,56.33
100,46,497,3,199.18
101,47,662,1,55.31
102,47,352,1,19.4
103,47,644,1,106.54
104,47,690,2,542.07
105,47,964,1,12.19
106,48,5,1,53.73
107,48,346,1,30.37
108,49,374,1,298.53
109,49,97,3,42.48
110,50,625,1,49.94
111,51,944,4,39.46
112,51,150,3,90.83
113,52,324,1,9.49
114,52,777,1,3.69
115,52,323,2,7.99
116,53,41,1,13.62
117,53,937,1,13.07
118,53,866,2,53.91
119,54,495,1,8.27
120,54,88,1,77.65
121,54,96,1,21.78
122,55,938,1,26.34
123,55,688,1,20.02
124,56,411,2,824.57
125,56,605,1,5.2
126,57,511,3,7.71
127,57,352,1,19.4
128,57,223,1,25.41
129,58,849,2,15.52
130,58,252,1,21.13
131,59,324,2,9.49
132,60,383,3,112.3
133,60,74,4,33.05
134,60,660,5,47.23
135,61,759,1,13.24
136,62,243,2,39.73
137,63,4,2,25.27
138,63,511,1,7.71
139,63,11,1,46.05
140,63,868,4,28.7
141,63,669,1,29.87
142,64,297,1,22.33
143,64,742,1,23.05
144,65,331,1,11.06
145,66,815,1,2.57
146,66,832,1,29.31
147,67,885,1,55.3
148,68,970,1,54.49
149,69,850,1,55.09
150,69,802,1,31.49
151,70,835,1,5.27
152,71,142,1,8.42
153,71,824,1,54.3
154,71,917,4,17.58
155,72,244,1,17.04
156,73,722,1,17.88
157,73,514,4,54.87
158,73,264,1,6.34
159,73,675,1,41.86
160,74,862,1,38.06
161,74,263,2,38.23
162,74,769,1,99.96
163,75,775,2,6.65
164,75,113,1,78.65
165,76,503,3,1079.2
166,76,856,2,5.42
167,76,993,1,354.03
168,77,198,1,3.68
169,78,296,1,0.55
170,78,777,3,3.69
171,78,21,4,25.96
172,79,970,1,54.49
173,80,223,2,25.41
174,81,366,1,285.04
175,81,953,1,17.62
176,82,68,1,25.34
177,82,573,2,634.26
178,83,910,1,27.64
179,83,246,1,56.4
180,83,424,1,9.98
181,84,91,1,2.35
182,85,255,3,28.62
183,85,838,1,430.99
184,86,362,1,33.8
185,87,430,2,1715.86
186,88,655,3,110.25
187,88,448,2,73.92
188,88,350,1,43.86
189,88,528,1,53.47
190,89,864,1,18.16
191,89,389,1,68.52
192,90,125,1,30.43
193,91,939,1,19.07
194,91,805,4,1561.83
195,91,750,1,1.2
196,92,122,2,65.93
197,93,521,1,50.38
198,94,472,1,23.07
199,95,349,1,33.37
200,96,530,2,35.3
201,96,195,3,16.18
202,96,406,2,9.02
203,97,938,1,26.34
204,97,142,1,8.42
205,98,212,3,91.34
206,99,701,1,61.86
207,100,945,1,169.29
208,101,84,4,261.71
209,101,298,1,29.4
210,101,230,1,24.16
211,102,999,1,27.68
212,103,549,3,26.14
213,103,254,3,71.0
214,104,196,3,19.56
215,105,904,1,6.11
216,105,735,1,4.61
217,105,173,1,32.78
218,106,704,1,9.13
219,107,127,1,11.85
220,108,945,1,169.29
221,108,49,1,102.66
222,108,642,1,39.88
223,109,188,1,80.26
224,109,201,1,4.11
225,110,193,1,22.73
226,110,975,1,9.31
227,110,545,2,37.85
228,111,410,2,14.61
229,111,927,1,5.69
230,112,971,2,31.17
231,113,34,1,58.71
232,113,17,1,41.55
233,114,850,2,55.09
234,114,238,1,18.26
235,114,873,1,79.52
236,114,138,1,38.09
237,115,189,1,21.52
238,115,180,5,57.85
239,115,496,2,51.35
240,116,575,1,38.01
241,116,696,2,11.42
242,117,38,1,19.6
243,117,685,1,94.45
244,117,516,2,32.53
245,118,603,2,5.03
246,119,60,1,17.6
247,119,744,1,13.7
248,119,121,3,14.79
249,120,962,1,24.38
250,120,801,2,11.36
251,120,702,2,50.07
252,121,855,2,5.44
253,121,788,1,93.27
254,121,220,1,122.37
255,122,684,1,124.3
256,123,406,1,9.02
257,124,470,1,152.82
258,125,663,3,1.34
259,126,509,2,483.45
260,126,184,2,22.7
261,127,562,1,48.28
262,128,510,1,3.42
263,129,340,1,30.59
264,129,459,1,90.99
265,129,598,1,163.22
266,129,229,5,71.81
267,129,936,2,27.05
268,130,972,2,86.67
269,130,510,2,3.42
270,130,82,4,167.15
271,131,901,1,7.76
272,132,995,1,10.08
273,132,429,1,209.57
274,133,672,4,219.41
275,133,591,2,44.83
276,134,343,2,776.19
277,134,443,1,115.84
278,134,523,1,78.56
279,135,228,2,114.76
280,135,910,1,27.64
281,135,601,1,8.71
282,136,572,2,8.1
283,137,62,1,12.05
284,137,498,1,38.11
285,138,769,2,99.96
286,138,90,1,37.3
287,139,228,1,114.76
288,140,790,1,52.43
289,140,63,1,83.54
290,140,863,2,31.96
291,141,941,1,13.69
292,142,677,3,5.51
293,143,864,2,18.16
294,143,465,1,39.7
295,143,63,4,83.54
296,144,852,1,39.79
297,144,532,1,6.65
298,144,319,1,42.23
299,145,105,2,7.46
300,145,700,2,173.66
301,146,793,1,26.85
302,147,212,1,91.34
303,148,445,3,37.85
304,148,189,2,21.52
305,148,475,3,4.28
306,149,214,2,10.1
307,149,784,2,4.7
308,149,393,4,58.43
309,150,374,2,298.53
310,151,54,1,26.65
311,151,208,1,10.51
312,151,122,1,65.93
313,152,992,1,30.03
314,152,794,1,69.02
315,152,212,2,91.34
316,153,748,2,28.6
317,153,239,1,152.16
318,154,200,1,187.12
319,154,184,1,22.7
320,154,912,1,66.1
321,155,470,1,152.82
322,156,180,2,57.85
323,156,136,2,5.27
324,157,279,1,42.06
325,157,674,2,76.25
326,157,921,3,25.25
327,158,905,2,28.01
328,159,789,1,548.74
329,160,292,2,33.42
330,161,109,2,5.43
331,161,45,1,1.44
332,162,954,2,38.53
333,162,186,2,19.79
334,162,345,2,9.59
335,162,491,1,18.35
336,162,643,1,10.1
337,163,157,1,48.27
338,163,961,1,15.58
339,163,666,1,4.37
340,163,159,2,47.95
341,164,841,1,307.06
342,164,711,2,357.02
343,165,367,1,45.71
344,166,598,1,163.22
345,166,727,3,6.15
346,166,775,4,6.65
347,167,505,1,111.27
348,167,940,2,15.55
349,167,989,2,59.25
350,167,672,1,219.41
351,168,940,5,15.55
352,168,792,3,728.92
353,168,934,1,43.8
354,168,352,1,19.4
355,169,667,1,121.79
356,170,231,2,23.48
357,170,777,5,3.69
358,171,699,2,69.8
359,172,959,2,1395.65
360,173,234,1,26.83
361,174,834,1,20.09
362,174,946,1,41.72
363,174,648,1,6.16
364,175,819,2,18.41
365,175,34,1,58.71
366,176,230,1,24.16
367,177,270,2,57.23
368,177,851,1,22.49
369,177,381,1,1329.83
370,177,467,1,4.17
371,177,918,2,17.21
372,178,154,2,76.42
373,179,328,2,61.93
374,179,322,5,13.38
375,180,525,1,688.38
376,180,766,5,167.73
377,181,539,2,52.05
378,182,337,1,13.34
379,183,664,2,523.3
380,183,422,5,11.54
381,183,313,1,253.26
382,183,368,2,113.13
383,183,527,1,1348.07
384,184,546,2,297.96
385,184,307,2,54.49
386,185,165,1,5.03
387,186,962,1,24.38
388,187,526,1,25.33
389,188,307,2,54.49
390,188,633,1,19.91
391,188,887,1,31.83
392,188,109,1,5.43
393,189,222,1,22.7
394,190,513,1,7.01
395,190,182,1,17.49
396,191,130,3,32.75
397,192,554,1,23.51
398,192,361,1,102.26
399,192,810,4,162.66
400,193,83,3,17.73
401,194,993,1,354.03
402,194,436,1,38.06
403,194,493,2,31.04
404,194,967,4,44.66
405,194,907,4,38.72
406,195,99,2,33.59
407,195,309,2,35.46
408,195,820,2,296.51
409,196,622,1,76.48
410,196,953,2,17.62
411,196,7,3,6.62
412,197,256,2,47.52
413,198,265,5,33.56
414,199,397,1,1513.32
415,199,563,1,5.81
416,200,943,1,8.52
417,201,475,1,4.28
418,201,468,1,41.9
419,201,196,3,19.56
420,201,662,1,55.31
421,201,234,2,26.83
422,202,611,1,39.3
423,203,472,1,23.07
424,203,693,1,3.31
425,203,57,1,867.47
426,204,379,1,53.11
427,205,758,4,31.7
428,205,950,2,3.34
429,206,677,1,5.51
430,206,573,4,634.26
431,206,165,1,5.03
432,206,431,1,9.71
433,207,344,1,9.38
434,208,150,2,90.83
435,209,555,2,37.01
436,209,156,1,81.5
437,210,164,5,19.52
438,211,751,3,58.0
439,211,568,1,26.36
440,211,409,2,4.19
441,211,941,2,13.69
442,212,810,1,162.66
443,212,525,4,688.38
444,212,579,2,12.94
445,212,895,2,5.98
446,213,243,4,39.73
447,213,940,1,15.55
448,213,429,1,209.57
449,214,146,2,179.5
450,214,247,1,45.99
451,215,102,2,37.12
452,215,502,1,35.92
453,216,492,1,46.04
454,217,997,3,33.18
455,217,768,2,1157.97
456,218,281,2,298.32
457,219,695,3,59.1
458,219,852,2,39.79
459,219,936,1,27.05
460,220,668,1,8.19
461,221,206,1,11.84
462,221,584,1,46.86
463,221,89,1,3.51
464,221,908,1,46.9
465,222,915,1,47.11
466,222,917,2,17.58
467,222,545,1,37.85
468,223,513,2,7.01
469,223,648,1,6.16
470,224,905,1,28.01
471,225,910,3,27.64
472,226,38,1,19.6
473,226,183,4,29.91
474,226,829,1,49.31
475,227,340,2,30.59
476,227,933,1,16.83
477,227,958,2,8.63
478,227,685,1,94.45
479,228,114,4,59.32
480,228,518,1,89.08
481,228,33,1,47.88
482,228,161,1,27.25
483,229,644,3,106.54
484,229,289,1,7.77
485,229,100,3,29.82
486,229,457,3,9.68
487,229,910,1,27.64
488,230,607,4,9.74
489,230,438,2,14.07
490,230,833,1,5.44
491,230,450,2,20.07
492,231,677,4,5.51
493,231,889,3,30.5
494,231,643,1,10.1
495,232,48,1,219.78
496,233,360,1,492.63
497,234,642,3,39.88
498,234,217,2,35.74
499,235,414,1,992.94
500,235,948,1,21.03
501,235,201,1,4.11
502,236,530,1,35.3
503,236,575,1,38.01
504,237,946,1,41.72
505,238,736,1,126.51
506,238,147,1,698.8
507,239,920,3,43.65
508,239,603,1,5.03
509,240,911,2,35.68
510,240,4,4,25.27
511,240,638,2,6.7
512,241,622,2,76.48
513,242,182,1,17.49
514,242,536,3,109.78
515,243,199,3,52.38
516,244,947,1,7.87
517,244,665,1,43.11
518,244,739,2,12.04
519,244,791,1,132.22
520,244,135,2,176.99
521,245,605,2,5.2
522,245,495,2,8.27
523,246,645,1,25.15
524,247,557,2,1551.9
525,247,470,1,152.82
526,248,276,1,25.98
527,249,336,2,38.67
528,249,669,2,29.87
529,249,921,3,25.25
530,250,493,4,31.04
531,251,61,1,14.83
532,252,321,2,104.02
533,253,743,2,35.31
534,253,963,2,41.43
535,254,260,1,4.14
536,254,66,2,28.34
537,255,189,1,21.52
538,255,49,2,102.66
539,255,124,2,6.29
540,256,427,2,17.94
541,257,677,1,5.51
542,257,680,3,49.77
543,257,501,2,34.1
544,258,108,1,14.65
545,258,687,4,96.47
546,259,858,2,16.7
547,259,419,3,28.85
548,260,21,1,25.96
549,260,990,2,2.65
550,260,451,1,175.02
551,260,312,1,10.85
552,261,835,4,5.27
553,261,103,2,12.43
554,261,887,1,31.83
555,262,925,3,79.87
556,263,294,4,100.5
557,263,103,3,12.43
558,263,156,2,81.5
559,264,403,3,66.22
560,265,640,3,59.15
561,265,676,2,146.37
562,265,839,3,15.77
563,265,392,1,71.54
564,265,660,1,47.23
565,266,603,1,5.03
566,266,837,1,5.27
567,266,291,1,49.08
568,266,953,1,17.62
569,267,465,1,39.7
570,267,86,5,17.52
571,267,812,2,8.97
572,268,834,2,20.09
573,268,89,2,3.51
574,269,35,2,5.37
575,270,268,1,9.77
576,270,734,2,4.47
577,271,229,1,71.81
578,271,487,4,45.19
579,272,632,1,54.35
580,272,290,2,1202.86
581,273,39,1,34.27
582,273,650,1,1164.68
583,273,118,1,5.13
584,274,798,2,152.45
585,274,203,1,4.72
586,274,226,3,923.66
587,275,706,3,30.73
588,276,16,2,111.26
589,276,648,1,6.16
590,276,441,1,97.63
591,277,492,2,46.04
592,277,789,2,548.74
593,278,512,1,38.8
594,279,257,3,21.38
595,280,236,1,70.17
596,280,327,1,30.97
597,281,886,1,5.26
598,281,256,1,47.52
599,281,334,2,23.39
600,282,517,2,5.79
601,283,856,3,5.42
602,284,763,4,2.01
603,284,470,1,152.82
604,285,59,1,78.59
605,286,380,2,39.77
606,286,557,1,1551.9
607,286,691,1,24.13
608,287,520,1,19.04
609,288,625,1,49.94
610,289,269,1,7.3
611,289,792,2,728.92
612,289,515,2,35.68
613,290,763,2,2.01
614,290,295,1,81.97
615,290,707,4,37.66
616,291,698,1,16.89
617,292,805,3,1561.83
618,292,831,2,24.19
619,293,15,1,93.55
620,293,423,3,129.77
621,294,148,2,29.98
622,295,698,3,16.89
623,295,365,1,6.0
624,295,384,2,7.25
625,296,331,3,11.06
626,297,482,3,11.01
627,298,661,1,8.87
628,298,469,3,7.09
629,298,168,1,113.84
630,299,59,4,78.59
631,299,333,1,100.28
632,299,296,3,0.55
633,300,489,1,54.83
634,300,365,3,6.0
635,300,194,2,46.99
636,301,51,1,8.05
637,301,820,1,296.51
638,301,450,1,20.07
639,301,855,1,5.44
640,302,119,2,29.37
641,302,155,1,946.35
642,302,978,3,139.4
643,302,832,2,29.31
644,302,920,2,43.65
645,303,966,1,689.11
646,303,759,1,13.24
647,303,249,1,5.93
648,304,535,1,1455.68
649,304,444,1,24.0
650,305,920,1,43.65
651,306,799,1,51.05
652,306,362,1,33.8
653,306,211,3,59.86
654,306,392,3,71.54
655,307,926,3,63.41
656,308,215,3,10.96
657,308,437,1,115.3
658,309,309,2,35.46
659,309,364,1,1.88
660,310,719,1,38.95
661,310,699,1,69.8
662,310,362,3,33.8
663,310,640,2,59.15
664,311,945,3,169.29
665,311,118,1,5.13
666,311,897,2,39.9
667,312,802,1,31.49
668,312,442,1,44.49
669,313,667,2,121.79
670,313,484,4,4.98
671,313,398,3,56.67
672,313,731,1,14.67
673,314,293,1,68.72
674,314,660,1,47.23
675,314,896,1,6.92
676,314,626,1,16.87
677,315,208,1,10.51
678,316,154,1,76.42
679,317,887,3,31.83
680,317,234,2,26.83
681,318,47,2,118.89
682,318,197,2,24.55
683,318,852,2,39.79
684,319,752,1,4.17
685,319,922,2,17.67
686,320,889,1,30.5
687,321,597,1,8.34
688,322,188,3,80.26
689,322,112,1,30.59
690,322,690,4,542.07
691,322,304,1,8.1
692,323,751,1,58.0
693,323,68,4,25.34
694,323,175,1,884.88
695,323,179,2,4.0
696,324,612,1,11.65
697,325,230,1,24.16
698,325,71,4,231.97
699,325,662,1,55.31
700,325,442,1,44.49
701,325,379,1,53.11
702,326,122,1,65.93
703,326,527,1,1348.07
704,327,974,1,25.31
705,327,973,1,16.77
706,327,1,1,62.31
707,328,259,2,30.11
708,328,286,1,58.8
709,328,569,2,30.5
710,329,463,2,45.13
711,330,230,1,24.16
712,330,438,1,14.07
713,331,466,2,6.25
714,332,281,5,298.32
715,332,187,3,2.14
716,333,726,1,30.62
717,333,656,1,9.83
718,334,544,1,3.55
719,334,107,1,2.38
720,334,568,2,26.36
721,335,270,2,57.23
722,336,999,1,27.68
723,336,561,1,85.22
724,336,884,1,20.0
725,336,794,1,69.02
726,337,976,1,48.85
727,337,829,5,49.31
728,338,633,2,19.91
729,339,589,1,205.11
730,339,348,2,49.23
731,339,641,1,61.55
732,340,211,1,59.86
733,340,22,1,7.68
734,340,978,1,139.4
735,340,705,1,11.86
736,340,578,2,18.63
737,341,245,3,67.16
738,341,477,2,55.34
739,341,584,3,46.86
740,341,367,1,45.71
741,342,740,1,20.99
742,342,751,1,58.0
743,342,613,3,56.75
744,342,967,1,44.66
745,343,598,4,163.22
746,343,675,1,41.86
747,344,256,2,47.52
748,345,637,2,111.94
749,345,591,2,44.83
750,345,689,1,8.16
751,345,931,1,14.86
752,346,177,1,26.06
753,347,887,1,31.83
754,347,86,1,17.52
755,347,152,2,1173.37
756,347,120,3,18.96
757,348,770,2,39.0
758,348,173,3,32.78
759,349,743,2,35.31
760,349,102,2,37.12
761,349,761,1,6.55
762,350,658,1,5.88
763,350,562,5,48.28
764,351,27,2,64.4
765,351,45,1,1.44
766,352,643,1,10.1
767,353,665,2,43.11
768,354,944,4,39.46
769,354,926,1,63.41
770,355,360,3,492.63
771,355,706,2,30.73
772,355,27,1,64.4
773,356,257,1,21.38
774,357,977,3,72.78
775,357,14,2,11.65
776,358,587,3,18.95
777,359,794,2,69.02
778,360,988,3,16.75
779,360,785,4,29.92
780,360,798,3,152.45
781,361,782,2,936.25
782,361,133,2,8.98
783,361,521,1,50.38
784,361,234,2,26.83
785,362,936,1,27.05
786,363,756,5,14.55
787,363,183,1,29.91
788,364,693,3,3.31
789,364,653,1,218.4
790,364,515,1,35.68
791,364,526,1,25.33
792,365,443,1,115.84
793,365,719,1,38.95
794,365,356,1,8.2
795,365,117,2,1.96
796,366,988,1,16.75
797,366,247,1,45.99
798,366,337,2,13.34
799,367,386,1,7.49
800,367,875,1,16.85
801,368,681,1,1.95
802,369,279,1,42.06
803,369,718,1,49.8
804,370,949,3,19.46
805,370,706,2,30.73
806,371,422,2,11.54
807,372,9,1,300.31
808,372,489,1,54.83
809,372,565,1,59.87
810,373,259,2,30.11
811,373,597,1,8.34
812,374,890,4,191.37
813,374,724,1,981.53
814,375,885,1,55.3
815,375,624,1,25.45
816,376,307,3,54.49
817,376,79,1,5.87
818,376,374,3,298.53
819,377,596,1,4.06
820,378,603,1,5.03
821,378,89,1,3.51
822,378,143,3,35.07
823,379,432,1,810.07
824,379,55,1,61.82
825,380,429,5,209.57
826,380,277,1,26.89
827,380,72,1,17.76
828,381,226,1,923.66
829,381,821,1,28.36
830,382,459,4,90.99
831,382,487,1,45.19
832,383,344,1,9.38
833,384,290,2,1202.86
834,384,51,1,8.05
835,385,661,1,8.87
836,386,590,3,35.97
837,386,272,4,68.84
838,386,883,1,8.56
839,386,913,3,52.66
840,387,604,1,1026.64
841,388,253,1,17.25
842,388,999,1,27.68
843,388,839,4,15.77
844,389,259,2,30.11
845,389,671,2,27.89
846,390,156,1,81.5
847,391,384,3,7.25
848,392,850,1,55.09
849,392,855,3,5.44
850,392,240,1,28.07
851,392,597,3,8.34
852,393,995,1,10.08
853,394,92,2,193.66
854,394,80,1,22.74
855,395,240,2,28.07
856,395,463,2,45.13
857,396,139,1,145.88
858,396,636,1,11.89
859,396,743,1,35.31
860,397,157,1,48.27
861,397,465,1,39.7
862,397,968,1,81.44
863,397,274,1,15.16
864,397,407,1,34.88
865,398,262,1,263.22
866,398,715,2,25.06
867,398,431,2,9.71
868,399,407,1,34.88
869,399,979,2,58.76
870,400,981,5,4.11
871,400,867,2,108.58
872,400,586,1,9.97
873,400,298,2,29.4
874,401,180,1,57.85
875,401,906,4,6.16
876,401,621,1,6.03
877,402,150,1,90.83
878,403,168,2,113.84
879,404,92,3,193.66
880,404,142,2,8.42
881,404,948,3,21.03
882,405,641,1,61.55
883,406,502,2,35.92
884,407,903,1,42.55
885,407,311,1,4.79
886,407,629,1,59.61
887,408,894,1,10.84
888,409,861,1,34.19
889,409,788,1,93.27
890,409,757,3,40.83
891,409,820,2,296.51
892,410,896,1,6.92
893,411,727,2,6.15
894,412,772,4,123.18
895,412,831,3,24.19
896,413,783,1,82.14
897,413,80,2,22.74
898,414,563,3,5.81
899,414,897,2,39.9
900,415,180,4,57.85
901,415,363,2,278.59
902,416,281,2,298.32
903,417,772,2,123.18
904,417,845,1,1367.7
905,418,364,1,1.88
906,418,961,1,15.58
907,418,601,2,8.71
908,419,994,4,3.8
909,419,639,4,25.26
910,420,241,3,284.08
911,421,100,1,29.82
912,422,641,1,61.55
913,423,718,3,49.8
914,423,470,1,152.82
915,423,374,1,298.53
916,423,808,3,28.79
917,424,225,2,71.08
918,424,557,1,1551.9
919,425,906,4,6.16
920,425,57,1,867.47
921,425,440,1,14.91
922,426,964,1,12.19
923,427,944,1,39.46
924,428,411,4,824.57
925,428,771,1,26.65
926,428,37,1,67.09
927,428,643,3,10.1
928,429,749,1,14.64
929,430,448,1,73.92
930,431,813,1,15.47
931,431,419,1,28.85
932,432,265,1,33.56
933,432,460,3,56.45
934,432,449,1,39.6
935,432,825,1,277.91
936,433,45,3,1.44
937,434,324,2,9.49
938,435,968,3,81.44
939,435,156,3,81.5
940,435,213,2,21.08
941,436,973,1,16.77
942,437,874,3,172.58
943,437,724,1,981.53
944,438,191,2,65.59
945,438,411,1,824.57
946,439,440,2,14.91
947,439,677,2,5.51
948,439,903,5,42.55
949,439,83,1,17.73
950,439,782,2,936.25
951,440,732,4,9.36
952,440,849,1,15.52
953,440,280,3,25.71
954,440,544,1,3.55
955,441,948,2,21.03
956,441,950,3,3.34
957,441,448,1,73.92
958,442,275,1,11.59
959,442,755,1,234.37
960,442,979,1,58.76
961,443,128,1,6.13
962,443,576,1,7.29
963,444,725,1,4.04
964,444,391,4,74.31
965,445,219,5,13.86
966,446,369,1,83.31
967,446,170,3,71.4
968,446,605,2,5.2
969,447,715,3,25.06
970,447,710,5,5.01
971,448,15,2,93.55
972,449,688,3,20.02
973,449,522,4,21.39
974,449,99,2,33.59
975,450,26,1,44.06
976,450,238,1,18.26
977,451,766,2,167.73
978,452,775,1,6.65
979,453,173,4,32.78
980,453,760,1,2.02
981,454,40,2,1475.84
982,455,489,1,54.83
983,455,425,1,19.57
984,456,208,2,10.51
985,456,52,1,80.65
986,456,535,1,1455.68
987,457,657,2,13.24
988,457,923,1,274.84
989,457,466,1,6.25
990,458,552,1,44.17
991,458,112,1,30.59
992,459,443,1,115.84
993,459,62,4,12.05
994,460,226,1,923.66
995,460,487,2,45.19
996,461,343,1,776.19
997,462,146,4,179.5
998,462,416,1,109.23
999,462,191,1,65.59
1000,462,577,2,171.48
1001,463,164,1,19.52
1002,463,694,2,60.64
1003,463,554,3,23.51
1004,464,502,2,35.92
1005,464,620,1,209.94
1006,465,689,2,8.16
1007,466,845,2,1367.7
1008,466,922,1,17.67
1009,466,133,3,8.98
1010,466,974,1,25.31
1011,466,297,1,22.33
1012,467,935,1,52.96
1013,467,170,2,71.4
1014,467,53,4,1172.39
1015,467,689,1,8.16
1016,467,512,3,38.8
1017,468,335,1,36.39
1018,469,703,2,14.84
1019,470,866,1,53.91
1020,471,662,1,55.31
1021,472,523,1,78.56
1022,473,283,2,12.83
1023,474,427,1,17.94
1024,474,336,1,38.67
1025,474,984,1,36.67
1026,475,801,1,11.36
1027,475,121,4,14.79
1028,476,60,2,17.6
1029,477,587,3,18.95
1030,477,599,1,15.44
1031,477,109,1,5.43
1032,477,95,1,5.73
1033,477,230,4,24.16
1034,478,608,1,22.68
1035,479,136,1,5.27
1036,479,654,4,12.67
1037,479,571,1,32.6
1038,479,298,2,29.4
1039,480,519,1,60.3
1040,480,680,1,49.77
1041,480,202,1,60.09
1042,480,857,1,54.68
1043,481,228,1,114.76
1044,482,657,1,13.24
1045,482,833,1,5.44
1046,482,149,4,97.67
1047,482,588,4,7.58
1048,482,366,1,285.04
1049,483,884,1,20.0
1050,483,936,3,27.05
1051,484,945,3,169.29
1052,485,327,1,30.97
1053,485,453,2,190.08
1054,486,559,1,36.01
1055,487,683,1,3.71
1056,488,591,1,44.83
1057,488,56,1,48.12
1058,488,226,1,923.66
1059,489,315,1,31.3
1060,489,726,5,30.62
1061,489,83,2,17.73
1062,490,296,1,0.55
1063,490,985,1,165.57
1064,490,81,3,1219.28
1065,490,494,2,34.46
1066,490,747,3,6.82
1067,491,620,2,209.94
1068,492,246,4,56.4
1069,492,928,1,115.47
1070,493,618,3,54.28
1071,494,535,2,1455.68
1072,494,966,4,689.11
1073,494,132,1,47.79
1074,494,1,1,62.31
1075,495,994,1,3.8
1076,496,750,1,1.2
1077,496,861,1,34.19
1078,496,132,2,47.79
1079,496,959,3,1395.65
1080,497,741,2,19.2
1081,498,27,1,64.4
1082,498,181,1,45.33
1083,498,943,1,8.52
1084,499,361,1,102.26
1085,499,688,1,20.02
1086,500,333,2,100.28
1087,500,195,3,16.18
1088,501,245,2,67.16
1089,501,383,1,112.3
1090,502,933,1,16.83
1091,502,134,2,27.85
1092,502,906,1,6.16
1093,503,599,1,15.44
1094,504,479,4,11.68
1095,505,637,1,111.94
1096,506,824,1,54.3
1097,507,893,2,23.55
1098,508,573,2,634.26
1099,508,847,1,258.12
1100,509,849,3,15.52
1101,509,188,1,80.26
1102,510,669,2,29.87
1103,510,167,1,734.48
1104,511,929,2,547.82
1105,511,731,1,14.67
1106,511,744,2,13.7
1107,511,450,1,20.07
1108,512,636,3,11.89
1109,512,749,1,14.64
1110,513,182,2,17.49
1111,513,988,2,16.75
1112,514,708,1,48.5
1113,514,487,2,45.19
1114,514,243,1,39.73
1115,515,171,1,13.1
1116,515,315,1,31.3
1117,516,13,1,53.28
1118,516,6,1,21.64
1119,516,656,1,9.83
1120,517,68,2,25.34
1121,517,982,1,26.32
1122,518,409,2,4.19
1123,519,33,1,47.88
1124,519,222,1,22.7
1125,519,735,2,4.61
1126,520,620,2,209.94
1127,520,213,2,21.08
1128,521,393,3,58.43
1129,521,369,1,83.31
1130,521,614,1,73.57
1131,522,234,2,26.83
1132,523,236,1,70.17
1133,523,110,2,33.55
1134,524,884,2,20.0
1135,524,57,2,867.47
1136,524,448,1,73.92
1137,525,796,1,59.21
1138,526,437,1,115.3
1139,526,678,3,19.43
1140,526,544,2,3.55
1141,527,343,2,776.19
1142,527,170,1,71.4
1143,527,53,1,1172.39
1144,528,627,1,30.84
1145,528,87,1,22.26
1146,529,178,1,8.1
1147,530,836,1,33.94
